Jurassic Park;1993;A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.;404 214 720;695 484 283;1 099 699 003
The Dark Knight Rises;2012;Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.;448 149 584;633 003 513;1 081 153 097
Joker;2019;A mentally troubled stand-up comedian embarks on a downward spiral that leads to the creation of an iconic villain.;335 477 657;738 968 073;1 074 445 730
Star Wars: Episode IX - The Rise of Skywalker;2019;In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.;515 202 542;558 946 737;1 074 149 279
Toy Story 4;2019;When a new toy called "Forky" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.;434 038 008;639 356 585;1 073 394 593
Toy Story 3;2010;The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.;415 004 880;651 965 931;1 066 970 811
Pirates of the Caribbean: Dead Man's Chest;2006;Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.;423 315 812;642 863 935;1 066 179 747
The Lion King;1994;Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.;422 783 777;640 828 028;1 063 611 805
Rogue One: A Star Wars Story;2016;In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.;532 177 324;523 880 396;1 056 057 720
Aladdin;2019;A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.;355 559 216;695 134 737;1 050 693 953
Pirates of the Caribbean: On Stranger Tides;2011;Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.;241 071 802;804 642 000;1 045 713 802
Despicable Me 3;2017;Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.;264 624 300;770 175 831;1 034 800 131
Finding Dory;2016;Friendly but forgetful blue tang Dory begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.;486 295 561;542 275 381;1 028 570 942
Star Wars: Episode I - The Phantom Menace;1999;Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.;474 544 677;552 538 030;1 027 082 707
Alice in Wonderland;2010;Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.;334 191 110;691 277 106;1 025 468 216
Zootopia;2016;In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.;341 268 248;682 852 856;1 024 121 104
Harry Potter and the Sorcerer's Stone;2001;An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.;318 886 962;703 403 056;1 022 290 019
Top Gun: Maverick;2022;After more than thirty years of service as one of the Navy's top aviators, Pete Mitchell is where he belongs, pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground;534 469 160;486 100 000;1 020 569 160
The Hobbit: An Unexpected Journey;2012;A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.;303 030 651;714 000 000;1 017 030 651
The Dark Knight;2008;When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.;534 987 076;471 115 201;1 006 102 277
Harry Potter and the Deathly Hallows: Part 1;2010;As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.;296 374 621;680 695 761;977 070 383
Despicable Me 2;2013;When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.;368 065 385;602 700 620;970 766 005
The Jungle Book;2016;After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.;364 001 123;602 553 806;966 554 929
Jumanji: Welcome to the Jungle;2017;Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.;404 540 171;558 002 774;962 542 945
The Hobbit: The Battle of the Five Armies;2014;Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.;255 138 261;707 063 077;962 201 338
Pirates of the Caribbean: At World's End;2007;Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.;309 420 425;651 576 067;960 996 492
The Hobbit: The Desolation of Smaug;2013;The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.;258 387 334;700 640 658;959 027 992
Doctor Strange in the Multiverse of Madness;2022;Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others.;409 965 571;540 832 836;950 798 407
The Lord of the Rings: The Two Towers;2002;While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.;342 952 511;604 943 730;947 896 241
Harry Potter and the Order of the Phoenix;2007;With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.;292 382 727;649 818 982;942 201 710
Finding Nemo;2003;After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.;380 843 261;559 509 384;940 352 645
Harry Potter and the Half-Blood Prince;2009;As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as "the property of the Half-Blood Prince" and begins to learn more about Lord Voldemort's dark past.;302 334 374;632 148 664;934 483 039
Shrek 2;2004;Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.;441 226 247;487 534 523;928 760 770
Bohemian Rhapsody;2018;The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid.;216 668 042;694 141 269;910 809 311
The Battle at Lake Changjin;2021;Set in the Second Phase Offensive of the Korean War, "The Battle at Lake Changjin" tells an epic historical tale: 71 years ago, the People's Volunteer Army (PVA) entered North Korea for battle. Under extreme freezing conditions, the troops on the Eastern Front pursued with fearless spirit and iron will, as they courageously fought the enemy at Lake Changjin (also known as Chosin Reservoir). The battle was a turning point in the Korean War and demonstrated the courage and resolve of the PVA.;342 411;902 198 524;902 540 935
The Lord of the Rings: The Fellowship of the Ring;2001;A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.;316 115 420;581 979 322;898 094 742
Harry Potter and the Goblet of Fire;2005;Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.;290 469 928;606 260 335;896 730 264
Spider-Man 3;2007;A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.;336 530 303;558 453 070;894 983 373
Ice Age: Dawn of the Dinosaurs;2009;When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.;196 573 705;690 113 112;886 686 817
Spectre;2015;A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.;200 074 609;680 606 910;880 681 519
Spider-Man: Homecoming;2017;Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.;334 201 140;545 965 784;880 166 924
Harry Potter and the Chamber of Secrets;2002;An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.;262 641 637;617 286 873;879 928 511
Ice Age: Continental Drift;2012;Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.;161 321 843;715 922 939;877 244 782
The Secret Life of Pets;2016;The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.;368 384 330;507 074 301;875 458 631
Batman v Superman: Dawn of Justice;2016;Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.;330 360 194;543 277 334;873 637 528
Wolf Warrior 2;2017;China's deadliest special forces operative settles into a quiet life on the sea. When sadistic mercenaries begin targeting nearby civilians, he must leave his newfound peace behind and return to his duties as a soldier and protector.;2 721 100;867 604 339;870 325 439
Star Wars: Episode III - Revenge of the Sith;2005;Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.;380 270 577;488 119 983;868 390 560
The Hunger Games: Catching Fire;2013;Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.;424 668 047;440 343 699;865 011 746
Guardians of the Galaxy Vol. 2;2017;The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.;389 813 101;473 942 950;863 756 051
Inside Out;2015;After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.;356 921 711;501 926 308;858 848 019
Venom;2018;A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.;213 515 506;642 569 645;856 085 151
Thor: Ragnarok;2017;Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.;315 058 289;538 925 590;853 983 879
Inception;2010;A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.;292 587 330;544 260 772;836 848 102
Transformers: Revenge of the Fallen;2009;Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.;402 111 870;434 191 823;836 303 693
The Twilight Saga: Breaking Dawn - Part 2;2012;After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.;292 324 737;537 422 917;829 747 654
Spider-Man;2002;When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.;407 022 860;418 002 176;825 025 036
Wonder Woman;2017;When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.;412 845 172;410 009 114;822 854 286
Hi, Mom;2021;A woman travels back in time to befriend her own mother in an attempt to make her life better.;822 009 764;822 009 764;193 196
Independence Day;1996;The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.;306 169 268;511 231 623;817 400 891
Fantastic Beasts and Where to Find Them;2016;The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.;234 037 575;580 006 426;814 044 001
Shrek the Third;2007;Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming.;322 719 944;490 647 436;813 367 380
Coco;2017;Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.;210 460 015;597 357 873;807 817 888
Jumanji: The Next Level;2019;In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.;320 314 960;479 744 747;800 059 707
Harry Potter and the Prisoner of Azkaban;2004;Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.;250 105 651;547 462 955;797 568 607
Pirates of the Caribbean: Dead Men Tell No Tales;2017;Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.;172 558 876;622 322 566;794 881 442
E.T. the Extra-Terrestrial;1982;A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.;435 110 554;304 203 888;792 910 554
Mission: Impossible - Fallout;2018;Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.;220 159 104;571 498 294;791 657 398
2012;2009;A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.;166 112 167;625 105 659;791 217 826
Indiana Jones and the Kingdom of the Crystal Skull;2008;In 1957, archaeologist and adventurer Dr. Henry "Indiana" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.;317 101 119;473 552 823;790 653 942
Spider-Man 2;2004;Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.;373 585 825;415 390 628;788 976 453
Fast & Furious 6;2013;Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.;238 679 850;550 001 118;788 680 968
Deadpool 2;2018;Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.;324 591 735;461 304 874;785 896 609
Deadpool;2016;A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.;363 070 709;419 766 082;782 836 791
Star Wars;1977;Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.;460 998 507;195 751 992;775 398 007
No Time to Die;2021;James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.;160 891 007;613 262 000;774 153 007
Guardians of the Galaxy;2014;A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.;333 718 600;439 631 547;773 350 147
The Batman;2022;When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.;369 345 583;401 490 580;770 836 163
The Da Vinci Code;2006;A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.;217 536 138;542 470 807;760 006 945
Jurassic World Dominion;2022;Four years after the destruction of Isla Nublar, dinosaurs now live--and hunt--alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures in a new Era.;313 458 340;445 757 000;759 215 340
Fast & Furious Presents: Hobbs & Shaw;2019;Lawman Luke Hobbs (Dwayne "The Rock" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.;173 956 935;585 100 000;759 056 935
Maleficent;2014;A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.;241 410 378;517 001 401;758 411 779
The Amazing Spider-Man;2012;After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.;262 030 663;495 900 000;757 930 663
The Hunger Games: Mockingjay - Part 1;2014;Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.;337 135 885;418 220 826;755 356 711
Shrek Forever After;2010;Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.;238 736 787;513 864 080;752 600 867
Madagascar 3: Europe's Most Wanted;2012;The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.;216 391 482;530 529 792;746 921 274
Suicide Squad;2016;A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.;325 100 054;421 746 840;746 846 894
X-Men: Days of Future Past;2014;The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.;233 921 534;512 124 166;746 045 700
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;2005;Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.;291 710 957;453 302 158;745 013 115
Monsters University;2013;A look at the relationship between Mike Wazowski (Billy Crystal) and James P. "Sully" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends.;268 492 764;475 066 881;743 559 645
The Matrix Reloaded;2003;Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.;281 576 461;460 271 476;741 847 937
Up;2009;78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.;293 004 164;442 094 938;735 099 102
Ne Zha;2019;Born with unique powers, a boy is recruited to fight demons and save the community that fears him.;3 695 533;722 568 541;726 264 074
F9: The Fast Saga;2021;Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.;173 005 945;553 223 556;726 229 501
Gravity;2013;Two astronauts work together to survive after an accident leaves them stranded in space.;274 092 705;449 100 000;723 192 705
Captain America: The Winter Soldier;2014;As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.;259 766 572;454 654 931;714 421 503
The Twilight Saga: Breaking Dawn - Part 1;2011;The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.;281 287 133;430 918 723;712 205 856
The Twilight Saga: New Moon;2009;Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.;297 816 253;413 209 228;711 025 481
Dawn of the Planet of the Apes;2014;The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.;208 545 589;502 098 977;710 644 566
Transformers;2007;An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.;319 246 193;390 463 587;709 709 780
The Amazing Spider-Man 2;2014;When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.;202 853 933;506 128 390;708 982 323
It;2017;In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.;328 874 981;372 967 570;701 842 551
Interstellar;2014;A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.;188 020 017;513 709 189;701 729 206
The Wandering Earth;2019;As the sun is dying out, people all around the world build giant planet thrusters to move Earth out of its orbit and sail Earth to a new star system. Yet the 2500-year journey comes with unexpected dangers, and in order to save humanity, a group of young people in this age of a wandering Earth fight hard for the survival of humankind.;5 971 413;694 021 099;699 992 512
The Twilight Saga: Eclipse;2010;As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.;300 531 751;397 959 596;698 491 347
Mission: Impossible - Ghost Protocol;2011;The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.;209 397 903;485 315 477;694 713 380
The Hunger Games;2012;Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.;408 010 692;286 384 032;694 394 724
Detective Chinatown 3;2021;A major crime occurs in Tokyo when detectives Tang Ren and Qin Feng are invited to investigate the crime. A battle between the strongest detectives in Asia is about to break out with bursts of laughter.;686 257 563;686 257 563;783
Mission: Impossible - Rogue Nation;2015;Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.;195 042 377;487 674 259;682 716 636
Forrest Gump;1994;The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.;330 455 270;347 770 863;678 226 133
Doctor Strange;2016;While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.;232 641 920;445 154 156;677 796 076
The Sixth Sense;1999;A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.;293 506 292;379 300 140;672 806 432
Man of Steel;2013;An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.;291 045 518;377 000 000;668 045 518
Ice Age: The Meltdown;2006;Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths.;195 330 621;471 763 885;667 094 506
Kung Fu Panda 2;2011;Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.;165 249 063;500 443 218;665 692 281
Justice League;2017;Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.;229 024 295;428 902 692;657 926 987
Big Hero 6;2014;A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.;222 527 828;435 341 858;657 869 686
Fantastic Beasts: The Crimes of Grindelwald;2018;The second installment of the "Fantastic Beasts" series featuring the adventures of Magizoologist Newt Scamander.;159 555 901;495 300 000;654 855 901
Pirates of the Caribbean: The Curse of the Black Pearl;2003;Blacksmith Will Turner teams up with eccentric pirate "Captain" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.;305 413 918;348 850 097;654 264 015
